"date","DriversKilled","drivers"
"1969-08-01",106,1630
"1969-08-02",106.032258064516,1628.35483870968
"1969-08-03",106.064516129032,1626.70967741935
"1969-08-04",106.096774193548,1625.06451612903
"1969-08-05",106.129032258065,1623.41935483871
"1969-08-06",106.161290322581,1621.77419354839
"1969-08-07",106.193548387097,1620.12903225806
"1969-08-08",106.225806451613,1618.48387096774
"1969-08-09",106.258064516129,1616.83870967742
"1969-08-10",106.290322580645,1615.1935483871
"1969-08-11",106.322580645161,1613.54838709677
"1969-08-12",106.354838709677,1611.90322580645
"1969-08-13",106.387096774194,1610.25806451613
"1969-08-14",106.41935483871,1608.61290322581
"1969-08-15",106.451612903226,1606.96774193548
"1969-08-16",106.483870967742,1605.32258064516
"1969-08-17",106.516129032258,1603.67741935484
"1969-08-18",106.548387096774,1602.03225806452
"1969-08-19",106.58064516129,1600.38709677419
"1969-08-20",106.612903225806,1598.74193548387
"1969-08-21",106.645161290323,1597.09677419355
"1969-08-22",106.677419354839,1595.45161290323
"1969-08-23",106.709677419355,1593.8064516129
"1969-08-24",106.741935483871,1592.16129032258
"1969-08-25",106.774193548387,1590.51612903226
"1969-08-26",106.806451612903,1588.87096774194
"1969-08-27",106.838709677419,1587.22580645161
"1969-08-28",106.870967741935,1585.58064516129
"1969-08-29",106.903225806452,1583.93548387097
"1969-08-30",106.935483870968,1582.29032258065
"1969-08-31",106.967741935484,1580.64516129032
"1969-09-01",107,1579
"1969-09-02",107.9,1581.46666666667
"1969-09-03",108.8,1583.93333333333
"1969-09-04",109.7,1586.4
"1969-09-05",110.6,1588.86666666667
"1969-09-06",111.5,1591.33333333333
"1969-09-07",112.4,1593.8
"1969-09-08",113.3,1596.26666666667
"1969-09-09",114.2,1598.73333333333
"1969-09-10",115.1,1601.2
"1969-09-11",116,1603.66666666667
"1969-09-12",116.9,1606.13333333333
"1969-09-13",117.8,1608.6
"1969-09-14",118.7,1611.06666666667
"1969-09-15",119.6,1613.53333333333
"1969-09-16",120.5,1616
"1969-09-17",121.4,1618.46666666667
"1969-09-18",122.3,1620.93333333333
"1969-09-19",123.2,1623.4
"1969-09-20",124.1,1625.86666666667
"1969-09-21",125,1628.33333333333
"1969-09-22",125.9,1630.8
"1969-09-23",126.8,1633.26666666667
"1969-09-24",127.7,1635.73333333333
"1969-09-25",128.6,1638.2
"1969-09-26",129.5,1640.66666666667
"1969-09-27",130.4,1643.13333333333
"1969-09-28",131.3,1645.6
"1969-09-29",132.2,1648.06666666667
"1969-09-30",133.1,1650.53333333333
"1969-10-01",134,1653
"1969-10-02",134.41935483871,1669.09677419355
"1969-10-03",134.838709677419,1685.1935483871
"1969-10-04",135.258064516129,1701.29032258065
"1969-10-05",135.677419354839,1717.38709677419
"1969-10-06",136.096774193548,1733.48387096774
"1969-10-07",136.516129032258,1749.58064516129
"1969-10-08",136.935483870968,1765.67741935484
"1969-10-09",137.354838709677,1781.77419354839
"1969-10-10",137.774193548387,1797.87096774194
"1969-10-11",138.193548387097,1813.96774193548
"1969-10-12",138.612903225806,1830.06451612903
"1969-10-13",139.032258064516,1846.16129032258
"1969-10-14",139.451612903226,1862.25806451613
"1969-10-15",139.870967741935,1878.35483870968
"1969-10-16",140.290322580645,1894.45161290323
"1969-10-17",140.709677419355,1910.54838709677
"1969-10-18",141.129032258065,1926.64516129032
"1969-10-19",141.548387096774,1942.74193548387
"1969-10-20",141.967741935484,1958.83870967742
"1969-10-21",142.387096774194,1974.93548387097
"1969-10-22",142.806451612903,1991.03225806452
"1969-10-23",143.225806451613,2007.12903225806
"1969-10-24",143.645161290323,2023.22580645161
"1969-10-25",144.064516129032,2039.32258064516
"1969-10-26",144.483870967742,2055.41935483871
"1969-10-27",144.903225806452,2071.51612903226
"1969-10-28",145.322580645161,2087.61290322581
"1969-10-29",145.741935483871,2103.70967741935
"1969-10-30",146.161290322581,2119.8064516129
"1969-10-31",146.58064516129,2135.90322580645
"1969-11-01",147,2152
"1969-11-02",148.1,2151.86666666667
"1969-11-03",149.2,2151.73333333333
"1969-11-04",150.3,2151.6
"1969-11-05",151.4,2151.46666666667
"1969-11-06",152.5,2151.33333333333
"1969-11-07",153.6,2151.2
"1969-11-08",154.7,2151.06666666667
"1969-11-09",155.8,2150.93333333333
"1969-11-10",156.9,2150.8
"1969-11-11",158,2150.66666666667
"1969-11-12",159.1,2150.53333333333
"1969-11-13",160.2,2150.4
"1969-11-14",161.3,2150.26666666667
"1969-11-15",162.4,2150.13333333333
"1969-11-16",163.5,2150
"1969-11-17",164.6,2149.86666666667
"1969-11-18",165.7,2149.73333333333
"1969-11-19",166.8,2149.6
"1969-11-20",167.9,2149.46666666667
"1969-11-21",169,2149.33333333333
"1969-11-22",170.1,2149.2
"1969-11-23",171.2,2149.06666666667
"1969-11-24",172.3,2148.93333333333
"1969-11-25",173.4,2148.8
"1969-11-26",174.5,2148.66666666667
"1969-11-27",175.6,2148.53333333333
"1969-11-28",176.7,2148.4
"1969-11-29",177.8,2148.26666666667
"1969-11-30",178.9,2148.13333333333
"1969-12-01",180,2148
"1969-12-02",180,2148
"1969-12-03",180,2148
"1969-12-04",180,2148
"1969-12-05",180,2148
"1969-12-06",180,2148
"1969-12-07",180,2148
"1969-12-08",180,2148
"1969-12-09",180,2148
"1969-12-10",180,2148
"1969-12-11",180,2148
"1969-12-12",180,2148
"1969-12-13",180,2148
"1969-12-14",180,2148
"1969-12-15",180,2148
"1969-12-16",180,2148
"1969-12-17",180,2148
"1969-12-18",180,2148
"1969-12-19",180,2148
"1969-12-20",180,2148
"1969-12-21",180,2148
"1969-12-22",180,2148
"1969-12-23",180,2148
"1969-12-24",180,2148
"1969-12-25",180,2148
"1969-12-26",180,2148
"1969-12-27",180,2148
"1969-12-28",180,2148
"1969-12-29",180,2148
"1969-12-30",180,2148
"1969-12-31",180,2148
